"";"segment.id";"aoi.id";"aoi.name";"track.id";"track.name";"segment.time";"segment.dist";"stops.nb";"id.start";"id.end";"time.start";"time.end"
"1";1;"2";"Crypt";"10";"Malia_track_points_10";2,76666666666667;70,0579681617623;0;1161;1243;"2018-09-26 09:06:14";"2018-09-26 09:08:58"
"2";2;"2";"Crypt";"10";"Malia_track_points_10";1,4;37,3878853806859;1;1685;1726;"2018-09-26 09:23:42";"2018-09-26 09:25:04"
"3";3;"2";"Crypt";"10";"Malia_track_points_10";2,1;40,5778219008877;1;1744;1806;"2018-09-26 09:25:40";"2018-09-26 09:27:44"
"4";1;"2";"Crypt";"11";"Malia_track_points_11";5,2;146,855748909397;2;1006;1161;"2018-09-26 09:20:12";"2018-09-26 09:25:22"
"5";2;"2";"Crypt";"11";"Malia_track_points_11";0,5;23,6294694113247;0;1510;1524;"2018-09-26 09:37:00";"2018-09-26 09:37:28"
"6";1;"2";"Crypt";"12";"Malia_track_points_12";1,13333333333333;17,5987768281447;1;1460;1493;"2018-09-26 09:11:44";"2018-09-26 09:12:50"
"7";2;"2";"Crypt";"12";"Malia_track_points_12";0,0666666666666667;0,35783623484541;1;1500;1501;"2018-09-26 09:13:04";"2018-09-26 09:13:06"
"8";3;"2";"Crypt";"12";"Malia_track_points_12";5,63333333333333;100,895564520538;3;1503;1671;"2018-09-26 09:13:10";"2018-09-26 09:18:46"
"9";4;"2";"Crypt";"12";"Malia_track_points_12";2,83333333333333;38,0870219921178;1;2133;2217;"2018-09-26 09:34:11";"2018-09-26 09:36:59"
"10";1;"2";"Crypt";"13";"Malia_track_points_13";2,8;72,4588025387147;1;1825;1908;"2018-09-26 09:54:33";"2018-09-26 09:57:19"
"11";2;"2";"Crypt";"13";"Malia_track_points_13";0,366666666666667;16,6508204638709;0;2427;2437;"2018-09-26 10:14:37";"2018-09-26 10:14:57"
"12";1;"2";"Crypt";"14";"Malia_track_points_14";3,26666666666667;85,0948458694049;2;654;751;"2018-09-26 10:07:41";"2018-09-26 10:10:55"
"13";2;"2";"Crypt";"14";"Malia_track_points_14";0,3;15,8197960863031;0;1120;1128;"2018-09-26 10:23:13";"2018-09-26 10:23:29"
"14";1;"2";"Crypt";"16";"Malia_track_points_16";2,83333333333333;67,188451171782;1;205;289;"2018-09-26 10:27:02";"2018-09-26 10:29:50"
"15";2;"2";"Crypt";"16";"Malia_track_points_16";2,63333333333333;93,0092620994054;0;684;762;"2018-09-26 10:43:00";"2018-09-26 10:45:36"
"16";1;"2";"Crypt";"17";"Malia_track_points_17";1,16666666666667;30,7618378297943;0;130;164;"2018-09-26 10:52:48";"2018-09-26 10:53:56"
"17";2;"2";"Crypt";"17";"Malia_track_points_17";0,3;5,59048928832879;0;166;174;"2018-09-26 10:54:00";"2018-09-26 10:54:16"
"18";3;"2";"Crypt";"17";"Malia_track_points_17";2,2;81,6324718704168;0;484;549;"2018-09-26 11:04:36";"2018-09-26 11:06:46"
"19";1;"2";"Crypt";"18";"Malia_track_points_18";1,56666666666667;41,2429760891757;0;104;150;"2018-09-26 11:10:00";"2018-09-26 11:11:32"
"20";2;"2";"Crypt";"18";"Malia_track_points_18";2,23333333333333;65,2713147391671;0;600;666;"2018-09-26 11:26:32";"2018-09-26 11:28:44"
"21";1;"2";"Crypt";"19";"Malia_track_points_19";2,9;116,425380676514;0;99;185;"2018-09-26 11:49:40";"2018-09-26 11:52:32"
"22";2;"2";"Crypt";"19";"Malia_track_points_19";0,9;58,815275075642;0;405;431;"2018-09-26 11:59:52";"2018-09-26 12:00:44"
"23";1;"2";"Crypt";"1t";"Malia_track_points_1t";1,8;38,0925636216258;1;224;277;"2018-08-28 15:24:16";"2018-08-28 15:26:02"
"24";2;"2";"Crypt";"1t";"Malia_track_points_1t";0,1;4,76053914091876;0;282;284;"2018-08-28 15:26:12";"2018-08-28 15:26:16"
"25";3;"2";"Crypt";"1t";"Malia_track_points_1t";1,2;44,1352500384088;0;287;322;"2018-08-28 15:26:22";"2018-08-28 15:27:32"
"26";1;"2";"Crypt";"2";"Malia_track_points_2";1,83333333333333;57,4371810402052;1;174;228;"2018-09-25 09:26:40";"2018-09-25 09:28:28"
"27";2;"2";"Crypt";"2";"Malia_track_points_2";2,2;66,8960647862021;2;532;597;"2018-09-25 09:38:36";"2018-09-25 09:40:46"
